userid, idIoTagent, temp, 24.25, sample_timestamp, 16:23:11, received timestamp, 13/13:23:21, Message length, 169
userid, idIoTagent, temp, 25.7, sample_timestamp, 16:33:13, received timestamp, 13/13:33:16, Message length, 164
userid, idIoTagent, temp, 25.7, sample_timestamp, 16:33:13, received timestamp, 13/13:33:16, Message length, 164
userid, idIoTagent, temp, 25.7, sample_timestamp, 16:33:14, received timestamp, 13/13:33:16, Message length, 164
userid, idIoTagent, temp, 25.7, sample_timestamp, 16:33:15, received timestamp, 13/13:33:16, Message length, 164
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:50, received timestamp, 13/13:33:54, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:50, received timestamp, 13/13:33:54, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:51, received timestamp, 13/13:33:54, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:52, received timestamp, 13/13:33:54, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:53, received timestamp, 13/13:33:54, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:54, received timestamp, 13/13:33:59, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:55, received timestamp, 13/13:33:59, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:56, received timestamp, 13/13:33:59, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:57, received timestamp, 13/13:33:59, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:33:58, received timestamp, 13/13:33:59, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:00, received timestamp, 13/13:34:06, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:01, received timestamp, 13/13:34:06, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:02, received timestamp, 13/13:34:06, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:03, received timestamp, 13/13:34:06, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:05, received timestamp, 13/13:34:06, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:06, received timestamp, 13/13:34:12, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:07, received timestamp, 13/13:34:12, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:09, received timestamp, 13/13:34:12, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:10, received timestamp, 13/13:34:12, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:12, received timestamp, 13/13:34:12, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:13, received timestamp, 13/13:34:16, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:13, received timestamp, 13/13:34:16, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:14, received timestamp, 13/13:34:16, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:15, received timestamp, 13/13:34:16, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:16, received timestamp, 13/13:34:16, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:16, received timestamp, 13/13:34:21, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:17, received timestamp, 13/13:34:21, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:18, received timestamp, 13/13:34:21, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:19, received timestamp, 13/13:34:21, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:20, received timestamp, 13/13:34:21, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:21, received timestamp, 13/13:34:27, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:22, received timestamp, 13/13:34:27, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:24, received timestamp, 13/13:34:27, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:25, received timestamp, 13/13:34:27, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:26, received timestamp, 13/13:34:27, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:27, received timestamp, 13/13:34:34, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:28, received timestamp, 13/13:34:34, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:30, received timestamp, 13/13:34:34, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:31, received timestamp, 13/13:34:34, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:33, received timestamp, 13/13:34:34, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:34, received timestamp, 13/13:34:39, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:36, received timestamp, 13/13:34:39, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:37, received timestamp, 13/13:34:39, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:38, received timestamp, 13/13:34:39, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:38, received timestamp, 13/13:34:39, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:39, received timestamp, 13/13:34:43, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:40, received timestamp, 13/13:34:43, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:41, received timestamp, 13/13:34:43, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:42, received timestamp, 13/13:34:43, Message length, 169
userid, idIoTagent, temp, 25.99, sample_timestamp, 16:34:43, received timestamp, 13/13:34:43, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:23, received timestamp, 13/14:20:27, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:24, received timestamp, 13/14:20:27, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:25, received timestamp, 13/14:20:27, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:26, received timestamp, 13/14:20:27, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:27, received timestamp, 13/14:20:27, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:28, received timestamp, 13/14:20:33, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:29, received timestamp, 13/14:20:33, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:30, received timestamp, 13/14:20:33, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:31, received timestamp, 13/14:20:33, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:32, received timestamp, 13/14:20:33, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:33, received timestamp, 13/14:20:39, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:34, received timestamp, 13/14:20:39, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:36, received timestamp, 13/14:20:39, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:37, received timestamp, 13/14:20:39, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:38, received timestamp, 13/14:20:39, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:40, received timestamp, 13/14:20:46, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:41, received timestamp, 13/14:20:46, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:43, received timestamp, 13/14:20:46, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:44, received timestamp, 13/14:20:46, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:46, received timestamp, 13/14:20:46, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:46, received timestamp, 13/14:20:50, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:47, received timestamp, 13/14:20:50, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:48, received timestamp, 13/14:20:50, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:48, received timestamp, 13/14:20:50, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:49, received timestamp, 13/14:20:50, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:50, received timestamp, 13/14:20:55, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:51, received timestamp, 13/14:20:55, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:52, received timestamp, 13/14:20:55, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:53, received timestamp, 13/14:20:55, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:54, received timestamp, 13/14:20:55, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:55, received timestamp, 13/14:21:00, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:56, received timestamp, 13/14:21:00, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:57, received timestamp, 13/14:21:00, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:20:58, received timestamp, 13/14:21:00, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:00, received timestamp, 13/14:21:00, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:01, received timestamp, 13/14:21:07, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:02, received timestamp, 13/14:21:07, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:03, received timestamp, 13/14:21:07, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:05, received timestamp, 13/14:21:07, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:06, received timestamp, 13/14:21:07, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:08, received timestamp, 13/14:21:12, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:09, received timestamp, 13/14:21:12, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:11, received timestamp, 13/14:21:12, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:11, received timestamp, 13/14:21:12, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:12, received timestamp, 13/14:21:12, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:13, received timestamp, 13/14:21:17, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:14, received timestamp, 13/14:21:17, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:14, received timestamp, 13/14:21:17, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:15, received timestamp, 13/14:21:17, Message length, 169
userid, idIoTagent, temp, 24.19, sample_timestamp, 17:21:16, received timestamp, 13/14:21:17, Message length, 169
userid, idIoTagent, temp, 24.07, sample_timestamp, 17:23:52, received timestamp, 13/14:23:56, Message length, 169
userid, idIoTagent, temp, 24.07, sample_timestamp, 17:23:53, received timestamp, 13/14:23:56, Message length, 169
userid, idIoTagent, temp, 24.07, sample_timestamp, 17:23:54, received timestamp, 13/14:23:56, Message length, 169
